cell_id,lat,lon,elevation_m,comune,frazione,pop_raw,pop_calibrated,nearest_stop_id,nearest_stop_dist_m,walk_min_std,walk_min_slope
CELL_01964,45.7388,9.3862,337.8,Olgiate Molgora,Monticello,12.858,2.86,S_OLGIATE_SCARPONE,382.1,4.78,4.34
CELL_01965,45.7388,9.3875,337.6,Olgiate Molgora,Monticello,15.013,3.34,S_OLGIATE_SCARPONE,309.3,3.87,3.72
CELL_01966,45.7388,9.3888,338.1,Olgiate Molgora,Monticello,17.294,3.85,S_OLGIATE_SCARPONE,278.0,3.48,3.49
CELL_01967,45.7388,9.3901,338.2,Olgiate Molgora,Monticello,18.974,4.22,S_OLGIATE_SCARPONE,301.3,3.77,3.68
CELL_01968,45.7388,9.3914,341.3,Olgiate Molgora,Monticello,20.351,4.53,S_OLGIATE_SCARPONE,369.0,4.61,4.37
CELL_01969,45.7388,9.3927,315.3,Olgiate Molgora,Mondonico,34.084,7.58,S_OLGIATE_SCARPONE,462.0,5.77,5.55
CELL_01970,45.7388,9.394,314.7,Olgiate Molgora,Mondonico,42.762,9.51,S_MONDONICO,313.6,3.92,4.16
CELL_01971,45.7388,9.3953,317.3,Olgiate Molgora,Mondonico,53.008,11.79,S_MONDONICO,189.2,2.36,2.49
CELL_01972,45.7388,9.3966,311.8,Olgiate Molgora,Mondonico,65.292,14.52,S_MONDONICO,71.6,0.9,1.34
CELL_01973,45.7388,9.3979,310.2,Olgiate Molgora,Mondonico,64.041,14.24,S_MONDONICO,79.7,1.0,1.53
CELL_01974,45.7388,9.3992,319.7,Olgiate Molgora,Mondonico,51.926,11.55,S_MONDONICO,198.7,2.48,2.5
CELL_01975,45.7388,9.4005,315.3,Olgiate Molgora,Mondonico,41.857,9.31,S_MONDONICO,323.2,4.04,4.25
CELL_01976,45.7388,9.4018,316.7,Olgiate Molgora,Mondonico,33.668,7.49,S_MONDONICO,448.7,5.61,5.76
CELL_01977,45.7388,9.4031,306.1,Olgiate Molgora,Mondonico,27.129,6.03,S_MONDONICO,574.6,7.18,7.82
CELL_01978,45.7388,9.4044,317.3,Olgiate Molgora,Mondonico,21.74,4.84,S_OLGIATE_CENTRO,765.0,9.56,8.63
CELL_01979,45.7388,9.4057,269.6,Olgiate Molgora,Porchera,20.245,4.5,S_OLGIATE_CENTRO,825.9,10.32,11.5
CELL_01980,45.7388,9.407,270.7,Olgiate Molgora,Porchera,25.063,5.57,S_OLGIATE_CENTRO,900.5,11.26,12.37
CELL_01981,45.7388,9.4083,266.6,Olgiate Molgora,Porchera,31.267,6.95,S_OLGIATE_CENTRO,985.7,12.32,13.63
CELL_01982,45.7388,9.4096,264.9,Olgiate Molgora,Porchera,38.37,8.53,S_OLGIATE_CENTRO,1078.9,13.49,14.87
CELL_01983,45.7388,9.4109,273.9,Olgiate Molgora,Porchera,46.162,10.27,S_OLGIATE_CENTRO,1178.3,14.73,15.68
CELL_01984,45.7388,9.4122,269.4,Olgiate Molgora,Porchera,49.583,11.03,S_BEVERATE,1300.5,16.26,15.43
CELL_01985,45.7388,9.4135,268.7,Olgiate Molgora,Porchera,43.714,9.72,S_BEVERATE,1185.6,14.82,14.02
CELL_01986,45.7388,9.4148,267.6,Olgiate Molgora,Porchera,36.127,8.04,S_BEVERATE,1073.2,13.42,12.67
CELL_01987,45.7388,9.4161,271.1,Olgiate Molgora,Porchera,29.082,6.47,S_BEVERATE,964.3,12.05,11.16
CELL_01988,45.7388,9.4174,276.0,Olgiate Molgora,Porchera,23.501,5.23,S_BEVERATE,860.1,10.75,9.67
CELL_01989,45.7388,9.4187,268.4,Olgiate Molgora,Porchera,18.794,4.18,S_BEVERATE,762.6,9.53,8.76
CELL_01990,45.7388,9.42,255.0,Brivio,Beverate,39.128,5.67,S_BEVERATE,674.7,8.43,8.22
CELL_01991,45.7388,9.4213,249.4,Brivio,Beverate,44.766,6.49,S_BEVERATE,600.7,7.51,7.53
CELL_01992,45.7388,9.4226,251.1,Brivio,Beverate,49.197,7.14,S_BEVERATE,546.1,6.83,6.78
CELL_01993,45.7388,9.4239,248.4,Brivio,Beverate,52.011,7.54,S_BEVERATE,517.3,6.47,6.54
CELL_01994,45.7388,9.4252,250.8,Brivio,Beverate,51.857,7.52,S_BEVERATE,518.5,6.48,6.45
CELL_01995,45.7388,9.4265,249.6,Brivio,Beverate,48.804,7.08,S_BEVERATE,549.5,6.87,6.89
CELL_01996,45.7388,9.4278,246.7,Brivio,Beverate,44.482,6.45,S_BEVERATE,605.8,7.57,7.72
CELL_01997,45.7388,9.4291,254.5,Brivio,Beverate,38.867,5.64,S_BEVERATE,681.0,8.51,8.32
CELL_01998,45.7388,9.4304,250.9,Brivio,Beverate,33.298,4.83,S_BEVERATE,769.8,9.62,9.58
CELL_01999,45.7388,9.4317,252.3,Brivio,Beverate,27.849,4.04,S_BEVERATE,867.9,10.85,10.75
CELL_02000,45.7388,9.433,250.7,Brivio,Beverate,23.184,3.36,S_BEVERATE,972.5,12.16,12.13
CELL_02001,45.7388,9.4343,248.7,Brivio,Beverate,19.468,2.82,S_BRIVIO_CASTELLO,1211.1,15.14,13.46
CELL_02002,45.7388,9.4356,208.1,Brivio,Brivio Centro,31.11,4.51,S_BRIVIO_PORTO,1110.6,13.88,13.79
CELL_02003,45.7388,9.4369,209.1,Brivio,Brivio Centro,36.769,5.33,S_BRIVIO_PORTO,1003.2,12.54,12.41
CELL_02004,45.7388,9.4382,212.6,Brivio,Brivio Centro,42.587,6.18,S_BRIVIO_PORTO,900.8,11.26,10.98
CELL_02005,45.7388,9.4395,209.4,Brivio,Brivio Centro,48.103,6.98,S_BRIVIO_PORTO,805.2,10.07,9.92
CELL_02006,45.7388,9.4408,202.6,Brivio,Brivio Centro,53.609,7.78,S_BRIVIO_PORTO,719.2,8.99,9.14
CELL_02007,45.7388,9.4421,209.6,Brivio,Brivio Centro,57.746,8.38,S_BRIVIO_PORTO,646.4,8.08,7.92
CELL_02008,45.7388,9.4434,204.6,Brivio,Brivio Centro,60.476,8.77,S_BRIVIO_PORTO,591.9,7.4,7.46
CELL_02009,45.7388,9.4447,206.4,Brivio,Brivio Centro,60.404,8.76,S_BRIVIO_PORTO,561.1,7.01,7.0
CELL_02010,45.7388,9.446,205.0,Brivio,Brivio Centro,58.519,8.49,S_BRIVIO_PORTO,557.8,6.97,7.02
CELL_02011,45.7388,9.4473,201.5,Brivio,Brivio Centro,54.689,7.93,S_BRIVIO_PORTO,582.5,7.28,7.48
CELL_02012,45.7388,9.4486,205.1,Brivio,Brivio Centro,49.715,7.21,S_BRIVIO_PORTO,632.0,7.9,7.94
CELL_02013,45.7388,9.4499,203.3,Brivio,Brivio Centro,43.744,6.34,S_BRIVIO_PORTO,701.0,8.76,8.88
CELL_02014,45.7388,9.4512,207.5,Brivio,Brivio Centro,37.896,5.5,S_BRIVIO_PORTO,784.4,9.81,9.74
CELL_02015,45.7388,9.4525,208.9,Brivio,Brivio Centro,32.387,4.7,S_BRIVIO_PORTO,878.1,10.98,10.85
CELL_02016,45.7388,9.4538,210.8,Brivio,Brivio Centro,27.398,3.97,S_BRIVIO_PORTO,979.1,12.24,12.03
CELL_02017,45.7388,9.4551,205.7,Brivio,Brivio Centro,23.039,3.34,S_BRIVIO_PORTO,1085.4,13.57,13.58
CELL_02018,45.7388,9.4564,207.9,Brivio,Brivio Centro,19.224,2.79,S_BRIVIO_PORTO,1195.6,14.95,14.86
CELL_02019,45.7388,9.4577,208.2,Brivio,Brivio Centro,15.68,2.27,S_BRIVIO_PORTO,1308.8,16.36,16.26
CELL_02020,45.7388,9.459,206.5,Brivio,Brivio Centro,13.178,1.91,S_BRIVIO_PORTO,1424.1,17.8,17.78
CELL_02021,45.7397,9.355,374.5,La Valletta Brianza,Perego,24.685,5.39,S_PEREGO,1017.3,12.72,12.69
CELL_02022,45.7397,9.3563,377.7,La Valletta Brianza,Perego,30.009,6.56,S_PEREGO,908.4,11.35,11.19
CELL_02023,45.7397,9.3576,371.3,La Valletta Brianza,Perego,36.153,7.9,S_PEREGO,804.6,10.06,10.18
CELL_02024,45.7397,9.3589,369.0,La Valletta Brianza,Perego,42.609,9.31,S_PEREGO,708.1,8.85,9.07
CELL_02025,45.7397,9.3602,374.3,La Valletta Brianza,Perego,49.91,10.9,S_PEREGO,622.4,7.78,7.77
CELL_02026,45.7397,9.3615,369.9,La Valletta Brianza,Perego,56.404,12.32,S_PEREGO,552.4,6.91,7.09
CELL_02027,45.7397,9.3628,378.1,La Valletta Brianza,Perego,61.138,13.36,S_PEREGO,504.9,6.31,6.13
CELL_02028,45.7397,9.3641,375.1,La Valletta Brianza,Perego,63.444,13.86,S_ROVAGNATE,536.1,6.7,5.86
CELL_02029,45.7397,9.3654,341.0,La Valletta Brianza,Rovagnate,108.654,23.74,S_ROVAGNATE,413.4,5.17,5.21
CELL_02030,45.7397,9.3667,337.8,La Valletta Brianza,Rovagnate,133.755,29.22,S_ROVAGNATE,293.8,3.67,3.86
CELL_02031,45.7397,9.368,339.5,La Valletta Brianza,Rovagnate,162.949,35.6,S_ROVAGNATE,183.2,2.29,2.4
CELL_02032,45.7397,9.3693,342.9,La Valletta Brianza,Rovagnate,184.228,40.25,S_ROVAGNATE,112.8,1.41,1.37
CELL_02033,45.7397,9.3706,341.9,La Valletta Brianza,Rovagnate,171.207,37.4,S_ROVAGNATE,154.2,1.93,1.93
CELL_02034,45.7397,9.3719,339.6,La Valletta Brianza,Rovagnate,142.406,31.11,S_ROVAGNATE,258.2,3.23,3.33
CELL_02035,45.7397,9.3732,343.2,La Valletta Brianza,Rovagnate,115.764,25.29,S_ROVAGNATE,376.2,4.7,4.65
CELL_02036,45.7397,9.3745,343.6,La Valletta Brianza,Rovagnate,93.461,20.42,S_ROVAGNATE,498.2,6.23,6.16
CELL_02037,45.7397,9.3758,338.5,La Valletta Brianza,Rovagnate,75.219,16.43,S_ROVAGNATE,621.9,7.77,7.93
CELL_02038,45.7397,9.3771,347.7,La Valletta Brianza,Rovagnate,60.447,13.21,S_ROVAGNATE,746.5,9.33,9.08
CELL_02039,45.7397,9.3784,344.5,La Valletta Brianza,Rovagnate,48.255,10.54,S_ROVAGNATE,871.5,10.89,10.79
CELL_02040,45.7397,9.3797,340.9,La Valletta Brianza,Rovagnate,38.806,8.48,S_OLGIATE_SCARPONE,980.2,12.25,10.97
CELL_02041,45.7397,9.381,369.5,Santa Maria Hoè,Santa Maria Hoè Centro,19.26,5.71,S_OLGIATE_SCARPONE,866.6,10.83,9.71
CELL_02042,45.7397,9.3823,335.5,Olgiate Molgora,Monticello,7.889,1.75,S_OLGIATE_SCARPONE,757.1,9.46,8.41
CELL_02043,45.7397,9.3836,344.2,Olgiate Molgora,Monticello,9.684,2.15,S_OLGIATE_SCARPONE,653.7,8.17,6.92
CELL_02044,45.7397,9.3849,334.1,Olgiate Molgora,Monticello,11.904,2.65,S_OLGIATE_SCARPONE,559.7,7.0,6.02
CELL_02045,45.7397,9.3862,342.4,Olgiate Molgora,Monticello,14.49,3.22,S_OLGIATE_SCARPONE,480.7,6.01,5.36
CELL_02046,45.7397,9.3875,338.9,Olgiate Molgora,Monticello,17.154,3.82,S_OLGIATE_SCARPONE,425.2,5.32,4.75
CELL_02047,45.7397,9.3888,338.9,Olgiate Molgora,Monticello,20.524,4.57,S_OLGIATE_SCARPONE,403.0,5.04,4.56
CELL_02048,45.7397,9.3901,341.7,Olgiate Molgora,Monticello,23.236,5.17,S_OLGIATE_SCARPONE,419.4,5.24,4.81
CELL_02049,45.7397,9.3914,343.7,Olgiate Molgora,Monticello,25.289,5.63,S_MONTICELLO_OLG,344.7,4.31,4.37
CELL_02050,45.7397,9.3927,342.8,Olgiate Molgora,Monticello,25.023,5.57,S_MONTICELLO_OLG,335.7,4.2,4.29
CELL_02051,45.7397,9.394,322.6,Olgiate Molgora,Mondonico,39.861,8.87,S_MONDONICO,352.7,4.41,4.3
CELL_02052,45.7397,9.3953,313.1,Olgiate Molgora,Mondonico,47.913,10.66,S_MONDONICO,248.7,3.11,3.43
CELL_02053,45.7397,9.3966,315.8,Olgiate Molgora,Mondonico,54.224,12.06,S_MONDONICO,176.6,2.21,2.4
CELL_02054,45.7397,9.3979,320.1,Olgiate Molgora,Mondonico,54.098,12.03,S_MONDONICO,180.0,2.25,2.25
CELL_02055,45.7397,9.3992,320.3,Olgiate Molgora,Mondonico,47.146,10.49,S_MONDONICO,256.0,3.2,3.19
CELL_02056,45.7397,9.4005,312.1,Olgiate Molgora,Mondonico,39.048,8.69,S_MONDONICO,361.3,4.52,4.88
CELL_02057,45.7397,9.4018,313.9,Olgiate Molgora,Mondonico,32.06,7.13,S_MONDONICO,476.9,5.96,6.23
CELL_02058,45.7397,9.4031,319.8,Olgiate Molgora,Mondonico,25.869,5.75,S_MONDONICO,596.8,7.46,7.47
CELL_02059,45.7397,9.4044,315.4,Olgiate Molgora,Mondonico,20.95,4.66,S_MONDONICO,718.9,8.99,9.19
CELL_02060,45.7397,9.4057,269.5,Olgiate Molgora,Porchera,19.325,4.3,S_OLGIATE_CENTRO,933.5,11.67,12.84
CELL_02061,45.7397,9.407,272.5,Olgiate Molgora,Porchera,23.542,5.24,S_OLGIATE_CENTRO,1000.1,12.5,13.53
CELL_02062,45.7397,9.4083,272.5,Olgiate Molgora,Porchera,28.537,6.35,S_OLGIATE_CENTRO,1077.4,13.47,14.49
CELL_02063,45.7397,9.4096,265.3,Olgiate Molgora,Porchera,33.655,7.49,S_OLGIATE_CENTRO,1163.3,14.54,15.9
CELL_02064,45.7397,9.4109,267.2,Olgiate Molgora,Porchera,38.329,8.53,S_OLGIATE_CENTRO,1256.1,15.7,16.97
CELL_02065,45.7397,9.4122,269.2,Olgiate Molgora,Porchera,40.005,8.9,S_BEVERATE,1354.8,16.94,16.12
CELL_02066,45.7397,9.4135,271.4,Olgiate Molgora,Porchera,37.226,8.28,S_BEVERATE,1244.9,15.56,14.65
CELL_02067,45.7397,9.4148,268.9,Olgiate Molgora,Porchera,32.171,7.16,S_BEVERATE,1138.4,14.23,13.43
CELL_02068,45.7397,9.4161,272.5,Olgiate Molgora,Porchera,26.972,6.0,S_BEVERATE,1036.3,12.95,12.01
CELL_02069,45.7397,9.4174,270.5,Olgiate Molgora,Porchera,22.193,4.94,S_BEVERATE,940.2,11.75,10.89
CELL_02070,45.7397,9.4187,270.2,Olgiate Molgora,Porchera,18.059,4.02,S_BEVERATE,851.9,10.65,9.8
CELL_02071,45.7397,9.42,244.6,Brivio,Beverate,33.139,4.81,S_BEVERATE,774.2,9.68,9.92
CELL_02072,45.7397,9.4213,252.7,Brivio,Beverate,36.919,5.35,S_BEVERATE,710.6,8.88,8.77
CELL_02073,45.7397,9.4226,249.1,Brivio,Beverate,40.064,5.81,S_BEVERATE,665.2,8.31,8.35
CELL_02074,45.7397,9.4239,252.5,Brivio,Beverate,41.544,6.03,S_BEVERATE,641.7,8.02,7.91
CELL_02075,45.7397,9.4252,248.2,Brivio,Beverate,41.828,6.07,S_BEVERATE,642.7,8.03,8.11
CELL_02076,45.7397,9.4265,254.2,Brivio,Beverate,40.041,5.81,S_BEVERATE,667.9,8.35,8.17
CELL_02077,45.7397,9.4278,248.5,Brivio,Beverate,36.614,5.31,S_BEVERATE,714.9,8.94,9.0
CELL_02078,45.7397,9.4291,250.0,Brivio,Beverate,32.921,4.77,S_BEVERATE,779.7,9.75,9.75
CELL_02079,45.7397,9.4304,249.6,Brivio,Beverate,28.367,4.11,S_BEVERATE,858.3,10.73,10.75
CELL_02080,45.7397,9.4317,248.8,Brivio,Beverate,24.228,3.51,S_BEVERATE,947.3,11.84,11.89
CELL_02081,45.7397,9.433,255.7,Brivio,Beverate,20.597,2.99,S_BEVERATE,1044.0,13.05,12.8
CELL_02082,45.7397,9.4343,204.3,Brivio,Brivio Centro,29.669,4.3,S_BRIVIO_CASTELLO,1139.4,14.24,14.41
CELL_02083,45.7397,9.4356,207.9,Brivio,Brivio Centro,36.005,5.22,S_BRIVIO_CASTELLO,1035.1,12.94,12.94
CELL_02084,45.7397,9.4369,210.0,Brivio,Brivio Centro,42.472,6.16,S_BRIVIO_PORTO,939.8,11.75,11.57
CELL_02085,45.7397,9.4382,211.8,Brivio,Brivio Centro,50.002,7.25,S_BRIVIO_PORTO,829.6,10.37,10.12
CELL_02086,45.7397,9.4395,208.5,Brivio,Brivio Centro,57.7,8.37,S_BRIVIO_PORTO,724.6,9.06,8.95
CELL_02087,45.7397,9.4408,210.3,Brivio,Brivio Centro,65.346,9.48,S_BRIVIO_PORTO,627.6,7.84,7.66
CELL_02088,45.7397,9.4421,211.2,Brivio,Brivio Centro,71.184,10.32,S_BRIVIO_PORTO,542.7,6.78,6.56
CELL_02089,45.7397,9.4434,205.8,Brivio,Brivio Centro,75.109,10.89,S_BRIVIO_PORTO,476.5,5.96,5.97
CELL_02090,45.7397,9.4447,206.0,Brivio,Brivio Centro,75.183,10.9,S_BRIVIO_PORTO,437.6,5.47,5.47
CELL_02091,45.7397,9.446,206.5,Brivio,Brivio Centro,72.445,10.51,S_BRIVIO_PORTO,433.4,5.42,5.4
CELL_02092,45.7397,9.4473,207.0,Brivio,Brivio Centro,66.964,9.71,S_BRIVIO_PORTO,464.8,5.81,5.77
CELL_02093,45.7397,9.4486,211.1,Brivio,Brivio Centro,59.763,8.67,S_BRIVIO_PORTO,525.5,6.57,6.35
CELL_02094,45.7397,9.4499,205.9,Brivio,Brivio Centro,51.983,7.54,S_BRIVIO_PORTO,606.7,7.58,7.59
CELL_02095,45.7397,9.4512,211.5,Brivio,Brivio Centro,44.421,6.44,S_BRIVIO_PORTO,701.4,8.77,8.53
CELL_02096,45.7397,9.4525,208.8,Brivio,Brivio Centro,37.2,5.4,S_BRIVIO_PORTO,804.8,10.06,9.94
CELL_02097,45.7397,9.4538,200.6,Brivio,Brivio Centro,31.282,4.54,S_BRIVIO_PORTO,914.0,11.42,11.66
CELL_02098,45.7397,9.4551,201.3,Brivio,Brivio Centro,25.81,3.74,S_BRIVIO_PORTO,1027.1,12.84,13.05
CELL_02099,45.7397,9.4564,197.8,Brivio,Brivio Centro,21.267,3.08,S_BRIVIO_PORTO,1142.9,14.29,14.65
CELL_02100,45.7397,9.4577,209.6,Brivio,Brivio Centro,17.48,2.54,S_BRIVIO_PORTO,1260.8,15.76,15.6
CELL_02101,45.7397,9.459,205.3,Brivio,Brivio Centro,14.487,2.1,S_BRIVIO_PONTE,1362.1,17.03,17.19
CELL_02102,45.7406,9.355,375.2,La Valletta Brianza,Perego,27.381,5.98,S_PEREGO,963.8,12.05,12.0
CELL_02103,45.7406,9.3563,374.9,La Valletta Brianza,Perego,33.372,7.29,S_PEREGO,848.1,10.6,10.56
CELL_02104,45.7406,9.3576,368.6,La Valletta Brianza,Perego,40.684,8.89,S_PEREGO,735.8,9.2,9.44
CELL_02105,45.7406,9.3589,370.3,La Valletta Brianza,Perego,49.03,10.71,S_PEREGO,628.8,7.86,8.02
CELL_02106,45.7406,9.3602,375.4,La Valletta Brianza,Perego,58.273,12.73,S_PEREGO,530.5,6.63,6.57
CELL_02107,45.7406,9.3615,372.2,La Valletta Brianza,Perego,67.573,14.76,S_PEREGO,446.4,5.58,5.66
CELL_02108,45.7406,9.3628,374.6,La Valletta Brianza,Perego,75.435,16.48,S_PEREGO,385.9,4.82,4.8
CELL_02109,45.7406,9.3641,377.2,La Valletta Brianza,Perego,78.835,17.22,S_PEREGO,361.3,4.52,4.38
CELL_02110,45.7406,9.3654,375.2,La Valletta Brianza,Perego,76.101,16.63,S_PEREGO,379.5,4.74,4.69
CELL_02111,45.7406,9.3667,339.8,La Valletta Brianza,Rovagnate,119.064,26.01,S_ROVAGNATE,360.2,4.5,4.6
CELL_02112,45.7406,9.368,341.5,La Valletta Brianza,Rovagnate,138.165,30.19,S_ROVAGNATE,277.5,3.47,3.49
CELL_02113,45.7406,9.3693,338.3,La Valletta Brianza,Rovagnate,148.331,32.41,S_ROVAGNATE,237.0,2.96,3.13
CELL_02114,45.7406,9.3706,341.6,La Valletta Brianza,Rovagnate,142.54,31.14,S_ROVAGNATE,259.2,3.24,3.26
CELL_02115,45.7406,9.3719,338.3,La Valletta Brianza,Rovagnate,125.449,27.41,S_ROVAGNATE,331.8,4.15,4.31
CELL_02116,45.7406,9.3732,341.7,La Valletta Brianza,Rovagnate,105.302,23.01,S_ROVAGNATE,430.0,5.38,5.39
CELL_02117,45.7406,9.3745,341.5,La Valletta Brianza,Rovagnate,86.849,18.97,S_ROVAGNATE,540.0,6.75,6.77
CELL_02118,45.7406,9.3758,342.3,La Valletta Brianza,Rovagnate,70.724,15.45,S_ROVAGNATE,655.9,8.2,8.19
CELL_02119,45.7406,9.3771,335.2,La Valletta Brianza,Rovagnate,57.495,12.56,S_ROVAGNATE,775.0,9.69,9.99
CELL_02120,45.7406,9.3784,370.0,Santa Maria Hoè,Santa Maria Hoè Centro,30.077,8.92,S_ROVAGNATE,896.1,11.2,10.04
CELL_02121,45.7406,9.3797,373.0,Santa Maria Hoè,Santa Maria Hoè Centro,26.185,7.77,S_OLGIATE_SCARPONE,1037.8,12.97,11.31
CELL_02122,45.7406,9.381,369.8,Santa Maria Hoè,Santa Maria Hoè Centro,22.536,6.69,S_OLGIATE_SCARPONE,931.4,11.64,10.27
CELL_02123,45.7406,9.3823,343.6,Olgiate Molgora,Monticello,8.258,1.84,S_OLGIATE_SCARPONE,830.4,10.38,9.01
CELL_02124,45.7406,9.3836,340.0,Olgiate Molgora,Monticello,10.38,2.31,S_OLGIATE_SCARPONE,737.3,9.22,7.99
CELL_02125,45.7406,9.3849,337.9,Olgiate Molgora,Monticello,12.61,2.8,S_OLGIATE_SCARPONE,655.5,8.19,7.06
CELL_02126,45.7406,9.3862,337.8,Olgiate Molgora,Monticello,15.821,3.52,S_OLGIATE_SCARPONE,589.5,7.37,6.25
CELL_02127,45.7406,9.3875,339.7,Olgiate Molgora,Monticello,19.294,4.29,S_OLGIATE_SCARPONE,545.1,6.81,5.81
CELL_02128,45.7406,9.3888,340.6,Olgiate Molgora,Monticello,23.246,5.17,S_MONTICELLO_OLG,398.7,4.98,5.18
CELL_02129,45.7406,9.3901,330.5,Olgiate Molgora,Monticello,27.69,6.16,S_MONTICELLO_OLG,298.5,3.73,4.42
CELL_02130,45.7406,9.3914,341.2,Olgiate Molgora,Monticello,31.283,6.96,S_MONTICELLO_OLG,226.0,2.82,3.0
CELL_02131,45.7406,9.3927,340.8,Olgiate Molgora,Monticello,30.736,6.84,S_MONTICELLO_OLG,212.0,2.65,2.84
CELL_02132,45.7406,9.394,341.3,Olgiate Molgora,Monticello,27.314,6.08,S_MONTICELLO_OLG,265.9,3.32,3.49
CELL_02133,45.7406,9.3953,320.8,Olgiate Molgora,Mondonico,40.523,9.01,S_MONDONICO,345.2,4.32,4.28
CELL_02134,45.7406,9.3966,316.8,Olgiate Molgora,Mondonico,43.795,9.74,S_MONDONICO,297.5,3.72,3.86
CELL_02135,45.7406,9.3979,308.4,Olgiate Molgora,Mondonico,43.673,9.71,S_MONDONICO,299.6,3.74,4.29
CELL_02136,45.7406,9.3992,319.7,Olgiate Molgora,Mondonico,39.825,8.86,S_MONDONICO,350.5,4.38,4.39
CELL_02137,45.7406,9.4005,320.0,Olgiate Molgora,Mondonico,34.671,7.71,S_MONDONICO,433.4,5.42,5.42
CELL_02138,45.7406,9.4018,312.5,Olgiate Molgora,Mondonico,29.197,6.49,S_MONDONICO,533.6,6.67,7.01
CELL_02139,45.7406,9.4031,315.7,Olgiate Molgora,Mondonico,24.153,5.37,S_MONDONICO,643.0,8.04,8.23
CELL_02140,45.7406,9.4044,316.3,Olgiate Molgora,Mondonico,19.739,4.39,S_MONDONICO,757.7,9.47,9.63
CELL_02141,45.7406,9.4057,270.0,Olgiate Molgora,Porchera,17.337,3.86,S_MONDONICO,875.6,10.94,13.37
CELL_02142,45.7406,9.407,273.6,Olgiate Molgora,Porchera,21.116,4.7,S_MONDONICO,995.5,12.44,14.65
CELL_02143,45.7406,9.4083,268.5,Olgiate Molgora,Porchera,24.665,5.49,S_OLGIATE_CENTRO,1175.3,14.69,15.9
CELL_02144,45.7406,9.4096,272.7,Olgiate Molgora,Porchera,28.358,6.31,S_OLGIATE_CENTRO,1254.6,15.68,16.69
CELL_02145,45.7406,9.4109,274.9,Olgiate Molgora,Porchera,31.289,6.96,S_OLGIATE_CENTRO,1341.0,16.76,17.67
CELL_02146,45.7406,9.4122,271.7,Olgiate Molgora,Porchera,31.967,7.11,S_BEVERATE,1418.1,17.73,16.8
CELL_02147,45.7406,9.4135,272.3,Olgiate Molgora,Porchera,30.543,6.79,S_BEVERATE,1313.5,16.42,15.47
CELL_02148,45.7406,9.4148,271.9,Olgiate Molgora,Porchera,27.203,6.05,S_BEVERATE,1213.0,15.16,14.23
CELL_02149,45.7406,9.4161,269.8,Olgiate Molgora,Porchera,23.469,5.22,S_BEVERATE,1117.8,13.97,13.13
CELL_02150,45.7406,9.4174,267.3,Olgiate Molgora,Porchera,19.686,4.38,S_BEVERATE,1029.2,12.87,12.13
CELL_02151,45.7406,9.4187,275.0,Olgiate Molgora,Porchera,16.322,3.63,S_BEVERATE,949.3,11.87,10.82
CELL_02152,45.7406,9.42,273.8,Olgiate Molgora,Porchera,13.443,2.99,S_BEVERATE,880.3,11.0,10.01
CELL_02153,45.7406,9.4213,252.8,Brivio,Beverate,30.253,4.39,S_BEVERATE,824.9,10.31,10.19
CELL_02154,45.7406,9.4226,248.1,Brivio,Beverate,32.33,4.69,S_BEVERATE,786.0,9.83,9.91
CELL_02155,45.7406,9.4239,252.0,Brivio,Beverate,33.488,4.86,S_BEVERATE,766.3,9.58,9.49
CELL_02156,45.7406,9.4252,249.6,Brivio,Beverate,33.557,4.87,S_BEVERATE,767.1,9.59,9.61
CELL_02157,45.7406,9.4265,251.6,Brivio,Beverate,32.303,4.69,S_BEVERATE,788.4,9.85,9.79
CELL_02158,45.7406,9.4278,247.1,Brivio,Beverate,30.051,4.36,S_BEVERATE,828.6,10.36,10.48
CELL_02159,45.7406,9.4291,250.1,Brivio,Beverate,27.248,3.95,S_BEVERATE,885.1,11.06,11.06
CELL_02160,45.7406,9.4304,249.8,Brivio,Beverate,24.003,3.48,S_BEVERATE,955.1,11.94,11.95
CELL_02161,45.7406,9.4317,254.9,Brivio,Beverate,20.994,3.04,S_BEVERATE,1035.8,12.95,12.73
CELL_02162,45.7406,9.433,251.1,Brivio,Beverate,17.989,2.61,S_BRIVIO_CASTELLO,1191.5,14.89,13.12
CELL_02163,45.7406,9.4343,204.6,Brivio,Brivio Centro,33.13,4.81,S_BRIVIO_CASTELLO,1077.5,13.47,13.62
CELL_02164,45.7406,9.4356,201.7,Brivio,Brivio Centro,40.238,5.84,S_BRIVIO_CASTELLO,966.5,12.08,12.36
CELL_02165,45.7406,9.4369,206.3,Brivio,Brivio Centro,48.555,7.04,S_BRIVIO_CASTELLO,859.7,10.75,10.82
CELL_02166,45.7406,9.4382,205.7,Brivio,Brivio Centro,58.075,8.42,S_BRIVIO_CASTELLO,759.0,9.49,9.59
CELL_02167,45.7406,9.4395,203.6,Brivio,Brivio Centro,68.585,9.95,S_BRIVIO_PORTO,658.0,8.23,8.33
CELL_02168,45.7406,9.4408,207.9,Brivio,Brivio Centro,78.65,11.41,S_BRIVIO_PORTO,549.4,6.87,6.78
CELL_02169,45.7406,9.4421,207.8,Brivio,Brivio Centro,87.661,12.71,S_BRIVIO_PORTO,450.0,5.62,5.55
CELL_02170,45.7406,9.4434,207.1,Brivio,Brivio Centro,92.98,13.49,S_BRIVIO_PORTO,367.4,4.59,4.55
